Filename,ids
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/23_12.bmp,23
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/150_4.bmp,150
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/169_2.bmp,169
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/119_9.bmp,119
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/62_3.bmp,62
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/194_2.bmp,194
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/29_10.bmp,29
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/69_7.bmp,69
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/162_6.bmp,162
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/50_1.bmp,50
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/148_5.bmp,148
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/87_2.bmp,87
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/171_3.bmp,171
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/71_6.bmp,71
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/69_10.bmp,69
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/115_7.bmp,115
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/203_5.bmp,203
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/208_1.bmp,208
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/63_12.bmp,63
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/193_8.bmp,193
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/150_12.bmp,150
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/65_9.bmp,65
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/127_5.bmp,127
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/33_8.bmp,33
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/57_11.bmp,57
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/148_2.bmp,148
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/164_11.bmp,164
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/78_12.bmp,78
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/171_4.bmp,171
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/87_5.bmp,87
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/71_1.bmp,71
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/72_10.bmp,72
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/27_7.bmp,27
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/203_2.bmp,203
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/205_12.bmp,205
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/208_6.bmp,208
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/127_2.bmp,127
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/134_7.bmp,134
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/222_5.bmp,222
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/32_10.bmp,32
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/34_2.bmp,34
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/38_12.bmp,38
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/120_8.bmp,120
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/150_3.bmp,150
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/124_11.bmp,124
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/169_5.bmp,169
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/17_11.bmp,17
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/194_5.bmp,194
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/62_4.bmp,62
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/162_1.bmp,162
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/204_8.bmp,204
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/50_6.bmp,50
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/196_3.bmp,196
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/60_2.bmp,60
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/136_10.bmp,136
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/152_5.bmp,152
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/59_4.bmp,59
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/36_4.bmp,36
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/82_9.bmp,82
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/174_8.bmp,174
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/20_11.bmp,20
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/113_11.bmp,113
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/219_5.bmp,219
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/220_3.bmp,220
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/136_1.bmp,136
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/233_6.bmp,233
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/125_4.bmp,125
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/67_8.bmp,67
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/17_3.bmp,17
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/201_4.bmp,201
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/117_6.bmp,117
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/238_2.bmp,238
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/60_11.bmp,60
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/238_10.bmp,238
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/25_1.bmp,25
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/73_7.bmp,73
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/173_2.bmp,173
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/85_3.bmp,85
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/78_3.bmp,78
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/176_10.bmp,176
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/233_1.bmp,233
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/206_11.bmp,206
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/125_3.bmp,125
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/17_4.bmp,17
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/201_3.bmp,201
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/117_1.bmp,117
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/25_6.bmp,25
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/238_5.bmp,238
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/223_10.bmp,223
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/148_11.bmp,148
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/167_12.bmp,167
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/54_12.bmp,54
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/85_4.bmp,85
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/173_5.bmp,173
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/78_4.bmp,78
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/31_9.bmp,31
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/52_7.bmp,52
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/127_12.bmp,127
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/206_9.bmp,206
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/85_10.bmp,85
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/60_5.bmp,60
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/196_4.bmp,196
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/29_8.bmp,29
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/152_2.bmp,152
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/59_3.bmp,59
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/122_9.bmp,122
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/36_3.bmp,36
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/193_11.bmp,193
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/219_2.bmp,219
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/220_4.bmp,220
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/136_6.bmp,136
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/67_1.bmp,67
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/167_4.bmp,167
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/25_8.bmp,25
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/55_3.bmp,55
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/131_2.bmp,131
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/235_10.bmp,235
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/31_7.bmp,31
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/171_12.bmp,171
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/22_2.bmp,22
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/129_3.bmp,129
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/52_9.bmp,52
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/206_7.bmp,206
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/131_12.bmp,131
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/122_7.bmp,122
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/234_5.bmp,234
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/29_6.bmp,29
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/174_1.bmp,174
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/74_4.bmp,74
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/136_8.bmp,136
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/146_3.bmp,146
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/22_5.bmp,22
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/120_10.bmp,120
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/129_4.bmp,129
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/82_12.bmp,82
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/29_1.bmp,29
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/234_2.bmp,234
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/36_11.bmp,36
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/88_10.bmp,88
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/174_6.bmp,174
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/19_12.bmp,19
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/82_7.bmp,82
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/74_3.bmp,74
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/146_4.bmp,146
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/59_12.bmp,59
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/233_8.bmp,233
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/145_11.bmp,145
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/76_11.bmp,76
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/67_6.bmp,67
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/117_8.bmp,117
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/167_3.bmp,167
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/55_4.bmp,55
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/131_5.bmp,131
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/224_12.bmp,224
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/73_9.bmp,73
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/53_10.bmp,53
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/81_1.bmp,81
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/77_12.bmp,77
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/77_5.bmp,77
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/58_11.bmp,58
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/200_10.bmp,200
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/135_9.bmp,135
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/145_2.bmp,145
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/21_3.bmp,21
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/51_8.bmp,51
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/113_4.bmp,113
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/205_6.bmp,205
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/18_5.bmp,18
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/121_6.bmp,121
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/237_4.bmp,237
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/49_9.bmp,49
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/132_3.bmp,132
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/39_2.bmp,39
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/224_1.bmp,224
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/83_11.bmp,83
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/32_6.bmp,32
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/240_5.bmp,240
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/199_5.bmp,199
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/18_11.bmp,18
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/164_5.bmp,164
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/195_10.bmp,195
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/240_10.bmp,240
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/26_9.bmp,26
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/37_12.bmp,37
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/56_2.bmp,56
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/132_4.bmp,132
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/224_6.bmp,224
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/39_5.bmp,39
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/130_11.bmp,130
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/70_8.bmp,70
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/32_1.bmp,32
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/240_2.bmp,240
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/26_10.bmp,26
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/115_10.bmp,115
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/64_7.bmp,64
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/199_2.bmp,199
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/114_9.bmp,114
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/164_2.bmp,164
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/56_5.bmp,56
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/66_10.bmp,66
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/81_6.bmp,81
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/77_2.bmp,77
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/145_5.bmp,145
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/21_4.bmp,21
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/170_11.bmp,170
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/113_3.bmp,113
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/68_9.bmp,68
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/163_8.bmp,163
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/18_2.bmp,18
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/205_1.bmp,205
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/118_7.bmp,118
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/121_1.bmp,121
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/237_3.bmp,237
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/224_8.bmp,224
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/70_6.bmp,70
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/86_2.bmp,86
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/170_3.bmp,170
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/198_10.bmp,198
/home/spandey8/ridgebase_ICPR/FM_bhavin/hkpoly_data/cl/train/126_11.bmp,126
